<<<<<<< HEAD
﻿Log file open, 04/25/17 19:02:14
[2017.04.26-01.38.02:276][813]LogBlueprintUserMessages: [Ingame_UI_C_2] 5
[2017.04.26-01.38.02:276][813]LogBlueprintUserMessages: [Ingame_UI_C_2] 0
[2017.04.26-01.38.02:294][814]LogBlueprintUserMessages: [Ingame_UI_C_2] 5
[2017.04.26-01.38.02:295][814]LogBlueprintUserMessages: [Ingame_UI_C_2] 0
[2017.04.26-01.38.02:313][815]LogBlueprintUserMessages: [Ingame_UI_C_2] 5
[2017.04.26-01.38.02:313][815]LogBlueprintUserMessages: [Ingame_UI_C_2] 0
[2017.04.26-01.38.02:332][816]LogBlueprintUserMessages: [Ingame_UI_C_2] 5
[2017.04.26-01.38.02:332][816]LogBlueprintUserMessages: [Ingame_UI_C_2] 0
[2017.04.26-01.38.02:350][817]LogBlueprintUserMessages: [Ingame_UI_C_2] 5
[2017.04.26-01.38.02:350][817]LogBlueprintUserMessages: [Ingame_UI_C_2] 0
[2017.04.26-01.38.02:356][818]LogBlueprintUserMessages: [ZTD_GameMode_C_0] SpawningZombie
[2017.04.26-01.38.02:370][818]LogBlueprintUserMessages: [Ingame_UI_C_2] 6
[2017.04.26-01.38.02:370][818]LogBlueprintUserMessages: [Ingame_UI_C_2] 0
[2017.04.26-01.38.02:387][819]LogBlueprintUserMessages: [Ingame_UI_C_2] 6
[2017.04.26-01.38.02:387][819]LogBlueprintUserMessages: [Ingame_UI_C_2] 0
[2017.04.26-01.38.02:406][820]LogBlueprintUserMessages: [Ingame_UI_C_2] 6
[2017.04.26-01.38.02:406][820]LogBlueprintUserMessages: [Ingame_UI_C_2] 0
[2017.04.26-01.38.02:425][821]LogBlueprintUserMessages: [Ingame_UI_C_2] 6
[2017.04.26-01.38.02:425][821]LogBlueprintUserMessages: [Ingame_UI_C_2] 0
[2017.04.26-01.38.02:442][822]LogBlueprintUserMessages: [Ingame_UI_C_2] 6
[2017.04.26-01.38.02:442][822]LogBlueprintUserMessages: [Ingame_UI_C_2] 0
[2017.04.26-01.38.02:461][823]LogBlueprintUserMessages: [Ingame_UI_C_2] 6
[2017.04.26-01.38.02:461][823]LogBlueprintUserMessages: [Ingame_UI_C_2] 0
[2017.04.26-01.38.02:479][824]LogBlueprintUserMessages: [Ingame_UI_C_2] 6
[2017.04.26-01.38.02:479][824]LogBlueprintUserMessages: [Ingame_UI_C_2] 0
[2017.04.26-01.38.02:497][825]LogBlueprintUserMessages: [Ingame_UI_C_2] 6
[2017.04.26-01.38.02:497][825]LogBlueprintUserMessages: [Ingame_UI_C_2] 0
[2017.04.26-01.38.02:516][826]LogBlueprintUserMessages: [Ingame_UI_C_2] 6
[2017.04.26-01.38.02:516][826]LogBlueprintUserMessages: [Ingame_UI_C_2] 0
[2017.04.26-01.38.02:534][827]LogBlueprintUserMessages: [Ingame_UI_C_2] 6
[2017.04.26-01.38.02:534][827]LogBlueprintUserMessages: [Ingame_UI_C_2] 0
[2017.04.26-01.38.02:553][828]LogBlueprintUserMessages: [Ingame_UI_C_2] 6
[2017.04.26-01.38.02:553][828]LogBlueprintUserMessages: [Ingame_UI_C_2] 0
[2017.04.26-01.38.02:571][829]LogBlueprintUserMessages: [Ingame_UI_C_2] 6
[2017.04.26-01.38.02:571][829]LogBlueprintUserMessages: [Ingame_UI_C_2] 0
[2017.04.26-01.38.02:590][830]LogBlueprintUserMessages: [Ingame_UI_C_2] 6
[2017.04.26-01.38.02:590][830]LogBlueprintUserMessages: [Ingame_UI_C_2] 0
[2017.04.26-01.38.02:608][831]LogBlueprintUserMessages: [Ingame_UI_C_2] 6
[2017.04.26-01.38.02:608][831]LogBlueprintUserMessages: [Ingame_UI_C_2] 0
[2017.04.26-01.38.02:625][832]LogBlueprintUserMessages: [Ingame_UI_C_2] 6
[2017.04.26-01.38.02:625][832]LogBlueprintUserMessages: [Ingame_UI_C_2] 0
[2017.04.26-01.38.02:643][833]LogBlueprintUserMessages: [Ingame_UI_C_2] 6
[2017.04.26-01.38.02:643][833]LogBlueprintUserMessages: [Ingame_UI_C_2] 0
[2017.04.26-01.38.02:663][834]LogBlueprintUserMessages: [Ingame_UI_C_2] 6
[2017.04.26-01.38.02:663][834]LogBlueprintUserMessages: [Ingame_UI_C_2] 0
[2017.04.26-01.38.02:679][835]LogBlueprintUserMessages: [Ingame_UI_C_2] 6
[2017.04.26-01.38.02:679][835]LogBlueprintUserMessages: [Ingame_UI_C_2] 0
[2017.04.26-01.38.02:696][836]LogBlueprintUserMessages: [Ingame_UI_C_2] 6
[2017.04.26-01.38.02:696][836]LogBlueprintUserMessages: [Ingame_UI_C_2] 0
[2017.04.26-01.38.02:723][837]LogBlueprintUserMessages: Early EndPlayMap Detection: Level '/Game/ZTD_Blueprint/Maps/Menu_Main.Menu_Main:PersistentLevel' has LevelScriptBlueprint '/Game/ZTD_Blueprint/Maps/Menu_Main.Menu_Main:PersistentLevel.Menu_Main' with GeneratedClass '/Game/ZTD_Blueprint/Maps/Menu_Main.Menu_Main_C' with ClassGeneratedBy '/Game/ZTD_Blueprint/Maps/Menu_Main.Menu_Main:PersistentLevel.Menu_Main'
[2017.04.26-01.38.02:753][837]LogBlueprintUserMessages: Late EndPlayMap Detection: Level '/Game/ZTD_Blueprint/Maps/Menu_Main.Menu_Main:PersistentLevel' has LevelScriptBlueprint '/Game/ZTD_Blueprint/Maps/Menu_Main.Menu_Main:PersistentLevel.Menu_Main' with GeneratedClass '/Game/ZTD_Blueprint/Maps/Menu_Main.Menu_Main_C' with ClassGeneratedBy '/Game/ZTD_Blueprint/Maps/Menu_Main.Menu_Main:PersistentLevel.Menu_Main'
[2017.04.26-01.38.04:141][913]LogSavePackage: Save=82.09ms
[2017.04.26-01.38.04:142][913]LogSavePackage: Moving 'D:/Users/Bryan/Desktop/ZTD/Zombie_Tower_Defense/Zombie_TowerDefense/Saved/Ingame_UI671B34694127B04D57782FBB07CD5A3B.tmp' to 'D:/Users/Bryan/Desktop/ZTD/Zombie_Tower_Defense/Zombie_TowerDefense/Content/ZTD_Blueprint/Blueprints/HUD/Ingame_UI.uasset'
[2017.04.26-01.38.04:143][913]LogSavePackage:Display: Finished SavePackage D:/Users/Bryan/Desktop/ZTD/Zombie_Tower_Defense/Zombie_TowerDefense/Content/ZTD_Blueprint/Blueprints/HUD/Ingame_UI.uasset
[2017.04.26-01.38.51:976][839]LogSavePackage: Save=80.46ms
[2017.04.26-01.38.51:976][839]LogSavePackage: Moving 'D:/Users/Bryan/Desktop/ZTD/Zombie_Tower_Defense/Zombie_TowerDefense/Saved/Ingame_UIC5F915334AFC750714B8CC87806FA4B8.tmp' to 'D:/Users/Bryan/Desktop/ZTD/Zombie_Tower_Defense/Zombie_TowerDefense/Content/ZTD_Blueprint/Blueprints/HUD/Ingame_UI.uasset'
[2017.04.26-01.38.51:977][839]LogSavePackage:Display: Finished SavePackage D:/Users/Bryan/Desktop/ZTD/Zombie_Tower_Defense/Zombie_TowerDefense/Content/ZTD_Blueprint/Blueprints/HUD/Ingame_UI.uasset
[2017.04.26-01.39.23:808][792]BlueprintLog: New page: Compile Zombie_Character
[2017.04.26-01.39.24:804][837]LogSavePackage: Save=34.94ms
[2017.04.26-01.39.24:804][837]LogSavePackage: Moving 'D:/Users/Bryan/Desktop/ZTD/Zombie_Tower_Defense/Zombie_TowerDefense/Saved/Zombie_CharacterC0F4301D4DDED712DB8FBEAD207AF164.tmp' to 'D:/Users/Bryan/Desktop/ZTD/Zombie_Tower_Defense/Zombie_TowerDefense/Content/ZTD_Blueprint/Normal_Zombie_AI/Zombie_Character.uasset'
[2017.04.26-01.39.24:805][837]LogSavePackage:Display: Finished SavePackage D:/Users/Bryan/Desktop/ZTD/Zombie_Tower_Defense/Zombie_TowerDefense/Content/ZTD_Blueprint/Normal_Zombie_AI/Zombie_Character.uasset
[2017.04.26-01.39.24:923][837]LogSavePackage: Save=109.25ms
[2017.04.26-01.39.24:923][837]LogSavePackage: Moving 'D:/Users/Bryan/Desktop/ZTD/Zombie_Tower_Defense/Zombie_TowerDefense/Saved/Ingame_UIBA9D4B5C4344E0979896A3B3D93DBE6E.tmp' to 'D:/Users/Bryan/Desktop/ZTD/Zombie_Tower_Defense/Zombie_TowerDefense/Content/ZTD_Blueprint/Blueprints/HUD/Ingame_UI.uasset'
[2017.04.26-01.39.24:950][837]LogSavePackage:Display: Finished SavePackage D:/Users/Bryan/Desktop/ZTD/Zombie_Tower_Defense/Zombie_TowerDefense/Content/ZTD_Blueprint/Blueprints/HUD/Ingame_UI.uasset
[2017.04.26-01.39.29:906][135]LogTemp: Repeting last play command: New Editor Window (PIE)
[2017.04.26-01.39.29:933][135]LogBlueprintUserMessages: Early PlayInEditor Detection: Level '/Game/ZTD_Blueprint/Maps/Menu_Main.Menu_Main:PersistentLevel' has LevelScriptBlueprint '/Game/ZTD_Blueprint/Maps/Menu_Main.Menu_Main:PersistentLevel.Menu_Main' with GeneratedClass '/Game/ZTD_Blueprint/Maps/Menu_Main.Menu_Main_C' with ClassGeneratedBy '/Game/ZTD_Blueprint/Maps/Menu_Main.Menu_Main:PersistentLevel.Menu_Main'
[2017.04.26-01.39.29:934][135]BlueprintLog: New page: Pre-Play auto-recompile
[2017.04.26-01.39.29:934][135]LogPlayLevel: [PlayLevel] Compiling Ingame_UI before play...
[2017.04.26-01.39.30:083][135]LogPlayLevel: PlayLevel: Blueprint regeneration took 149 ms (1 blueprints)
[2017.04.26-01.39.30:083][135]PIE: New page: PIE session: Menu_Main (Apr 25, 2017, 3:39:30 PM)
[2017.04.26-01.39.30:084][135]LogPlayLevel: Creating play world package: /Game/ZTD_Blueprint/Maps/UEDPIE_0_Menu_Main
[2017.04.26-01.39.30:085][135]LogPlayLevel: PIE: StaticDuplicateObject took: (0.000807s)
[2017.04.26-01.39.30:086][135]LogAIModule: Creating AISystem for world Menu_Main
[2017.04.26-01.39.30:086][135]LogPlayLevel: PIE: World Init took: (0.000472s)
[2017.04.26-01.39.30:086][135]LogPlayLevel: PIE: Created PIE world by copying editor world from /Game/ZTD_Blueprint/Maps/Menu_Main.Menu_Main to /Game/ZTD_Blueprint/Maps/UEDPIE_0_Menu_Main.Menu_Main (0.001436s)
[2017.04.26-01.39.30:111][135]LogInit: XAudio2 using 'Speakers (Realtek High Definition Audio)' : 2 channels at 48 kHz using 32 bits per sample (channel mask 0x3)
[2017.04.26-01.39.30:151][135]LogInit: FAudioDevice initialized.
[2017.04.26-01.39.30:221][135]LogLoad: Game class is 'ZTD_MainMenu_Mode_C'
[2017.04.26-01.39.30:222][135]LogWorld: Bringing World /Game/ZTD_Blueprint/Maps/UEDPIE_0_Menu_Main.Menu_Main up for play (max tick rate 62) at 2017.04.25-20.39.30
[2017.04.26-01.39.30:223][135]LogWorld: Bringing up level for play took: 0.000758
[2017.04.26-01.39.30:223][135]LogGameMode: Warning - PATHS NOT DEFINED or NO PLAYERSTART with positive rating
[2017.04.26-01.39.30:223][135]Cmd: t.MaxFPS 62.0
[2017.04.26-01.39.30:223][135]t.MaxFPS = "62"
[2017.04.26-01.39.30:230][135]PIE: Info Play in editor start time for /Game/ZTD_Blueprint/Maps/UEDPIE_0_Menu_Main 0.789
[2017.04.26-01.39.30:230][135]LogBlueprintUserMessages: Late PlayInEditor Detection: Level '/Game/ZTD_Blueprint/Maps/Menu_Main.Menu_Main:PersistentLevel' has LevelScriptBlueprint '/Game/ZTD_Blueprint/Maps/Menu_Main.Menu_Main:PersistentLevel.Menu_Main' with GeneratedClass '/Game/ZTD_Blueprint/Maps/Menu_Main.Menu_Main_C' with ClassGeneratedBy '/Game/ZTD_Blueprint/Maps/Menu_Main.Menu_Main:PersistentLevel.Menu_Main'
[2017.04.26-01.39.33:498][303]LogNet: Browse: /Game/ZTD_Blueprint/Maps/MapB
[2017.04.26-01.39.33:498][303]LogLoad: LoadMap: /Game/ZTD_Blueprint/Maps/MapB
[2017.04.26-01.39.33:517][303]Cmd: MEM
[2017.04.26-01.39.33:534][303]LogMemory: Platform Memory Stats for Windows
[2017.04.26-01.39.33:534][303]LogMemory: Process Physical Memory: 1216.55 MB used, 2639.48 MB peak
[2017.04.26-01.39.33:534][303]LogMemory: Process Virtual Memory: 6192.21 MB used, 6248.84 MB peak
[2017.04.26-01.39.33:534][303]LogMemory: Physical Memory: 6320.54 MB used,  1797.53 MB free, 8118.07 MB total
[2017.04.26-01.39.33:534][303]LogMemory: Virtual Memory: 7031.33 MB used,  1797.53 MB free, 134217728.00 MB total
[2017.04.26-01.39.33:534][303]LogMemory: 
[2017.04.26-01.39.33:534][303]Allocator Stats for TBB: (not implemented)
[2017.04.26-01.39.33:895][303]LogAIModule: Creating AISystem for world MapB
[2017.04.26-01.39.33:896][303]LogLoad: Game class is 'ZTD_GameMode_C'
[2017.04.26-01.39.33:933][303]LogWorld: Bringing World /Game/ZTD_Blueprint/Maps/UEDPIE_0_MapB.MapB up for play (max tick rate 62) at 2017.04.25-20.39.33
[2017.04.26-01.39.33:934][303]LogWorld: Bringing up level for play took: 0.037221
[2017.04.26-01.39.33:937][303]LogLoad: Took 0.438788 seconds to LoadMap(/Game/ZTD_Blueprint/Maps/MapB)
[2017.04.26-01.39.33:975][304]LogCharacterMovement:Warning: GetSimulationTimeStep() - Max iterations 8 hit while remaining time 0.089333 > MaxSimulationTimeStep (0.050) for 'Player_Character_C_0', movement 'Walking'
[2017.04.26-01.39.37:608][512]LogBlueprintUserMessages: [ZTD_GameMode_C_0] SpawningZombie
[2017.04.26-01.39.38:614][570]LogBlueprintUserMessages: [ZTD_GameMode_C_0] SpawningZombie
[2017.04.26-01.39.39:618][628]LogBlueprintUserMessages: [ZTD_GameMode_C_0] SpawningZombie
[2017.04.26-01.39.40:628][685]LogBlueprintUserMessages: [ZTD_GameMode_C_0] SpawningZombie
[2017.04.26-01.39.41:628][739]LogBlueprintUserMessages: [ZTD_GameMode_C_0] SpawningZombie
[2017.04.26-01.39.42:140][767]LogBlueprintUserMessages: [Player_Controller_C_0] Sniper Rifle Selected!
[2017.04.26-01.39.42:638][795]LogBlueprintUserMessages: [ZTD_GameMode_C_0] SpawningZombie
[2017.04.26-01.39.43:642][854]LogBlueprintUserMessages: [ZTD_GameMode_C_0] SpawningZombie
[2017.04.26-01.39.44:662][904]LogBlueprintUserMessages: [ZTD_GameMode_C_0] SpawningZombie
[2017.04.26-01.39.45:671][952]LogBlueprintUserMessages: [ZTD_GameMode_C_0] SpawningZombie
[2017.04.26-01.39.46:678][  4]LogBlueprintUserMessages: [ZTD_GameMode_C_0] SpawningZombie
[2017.04.26-01.39.47:682][ 59]LogBlueprintUserMessages: [ZTD_GameMode_C_0] SpawningZombie
[2017.04.26-01.39.48:687][115]LogBlueprintUserMessages: [ZTD_GameMode_C_0] SpawningZombie
[2017.04.26-01.39.49:688][171]LogBlueprintUserMessages: [ZTD_GameMode_C_0] SpawningZombie
[2017.04.26-01.39.50:691][227]LogBlueprintUserMessages: [ZTD_GameMode_C_0] SpawningZombie
[2017.04.26-01.39.51:698][283]LogBlueprintUserMessages: [ZTD_GameMode_C_0] SpawningZombie
[2017.04.26-01.39.52:276][315]LogBlueprintUserMessages: [Player_Controller_C_0] Assault Rifle Selected!
[2017.04.26-01.39.52:712][339]LogBlueprintUserMessages: [ZTD_GameMode_C_0] SpawningZombie
[2017.04.26-01.39.53:712][393]LogBlueprintUserMessages: [ZTD_GameMode_C_0] SpawningZombie
[2017.04.26-01.39.54:714][446]LogBlueprintUserMessages: [ZTD_GameMode_C_0] SpawningZombie
[2017.04.26-01.39.55:728][499]LogBlueprintUserMessages: [ZTD_GameMode_C_0] SpawningZombie
[2017.04.26-01.39.56:743][553]LogBlueprintUserMessages: [ZTD_GameMode_C_0] SpawningZombie
[2017.04.26-01.39.57:743][606]LogBlueprintUserMessages: [ZTD_GameMode_C_0] SpawningZombie
[2017.04.26-01.39.58:746][658]LogBlueprintUserMessages: [ZTD_GameMode_C_0] SpawningZombie
[2017.04.26-01.39.59:749][710]LogBlueprintUserMessages: [ZTD_GameMode_C_0] SpawningZombie
[2017.04.26-01.40.00:764][762]LogBlueprintUserMessages: [ZTD_GameMode_C_0] SpawningZombie
[2017.04.26-01.40.01:766][813]LogBlueprintUserMessages: [ZTD_GameMode_C_0] SpawningZombie
[2017.04.26-01.40.02:771][865]LogBlueprintUserMessages: [ZTD_GameMode_C_0] SpawningZombie
[2017.04.26-01.40.03:784][917]LogBlueprintUserMessages: [ZTD_GameMode_C_0] SpawningZombie
[2017.04.26-01.40.04:794][970]LogBlueprintUserMessages: [ZTD_GameMode_C_0] SpawningZombie
[2017.04.26-01.40.05:800][ 22]LogBlueprintUserMessages: [ZTD_GameMode_C_0] SpawningZombie
[2017.04.26-01.40.06:810][ 75]LogBlueprintUserMessages: [ZTD_GameMode_C_0] SpawningZombie
[2017.04.26-01.40.42:032][ 23]LogBlueprintUserMessages: [Zombie_Character_C_29] All zombies dead, you win!
[2017.04.26-01.42.48:283][749]LogBlueprintUserMessages: [Ingame_UI_C_2] Tower Placement Enabled
[2017.04.26-01.43.09:363][885]LogBlueprintUserMessages: [ZTD_GameMode_C_0] SpawningZombie
[2017.04.26-01.43.10:370][941]LogBlueprintUserMessages: [ZTD_GameMode_C_0] SpawningZombie
[2017.04.26-01.43.11:390][998]LogBlueprintUserMessages: [ZTD_GameMode_C_0] SpawningZombie
[2017.04.26-01.43.12:395][ 53]LogBlueprintUserMessages: [ZTD_GameMode_C_0] SpawningZombie
[2017.04.26-01.43.13:408][110]LogBlueprintUserMessages: [ZTD_GameMode_C_0] SpawningZombie
[2017.04.26-01.43.14:418][163]LogBlueprintUserMessages: [ZTD_GameMode_C_0] SpawningZombie
[2017.04.26-01.43.15:441][205]LogBlueprintUserMessages: [ZTD_GameMode_C_0] SpawningZombie
[2017.04.26-01.43.16:457][250]LogBlueprintUserMessages: [ZTD_GameMode_C_0] SpawningZombie
[2017.04.26-01.43.17:459][296]LogBlueprintUserMessages: [ZTD_GameMode_C_0] SpawningZombie
[2017.04.26-01.43.18:466][343]LogBlueprintUserMessages: [ZTD_GameMode_C_0] SpawningZombie
[2017.04.26-01.43.19:480][391]LogBlueprintUserMessages: [ZTD_GameMode_C_0] SpawningZombie
[2017.04.26-01.43.20:496][439]LogBlueprintUserMessages: [ZTD_GameMode_C_0] SpawningZombie
[2017.04.26-01.43.21:518][487]LogBlueprintUserMessages: [ZTD_GameMode_C_0] SpawningZombie
[2017.04.26-01.43.22:523][534]LogBlueprintUserMessages: [ZTD_GameMode_C_0] SpawningZombie
[2017.04.26-01.43.23:537][581]LogBlueprintUserMessages: [ZTD_GameMode_C_0] SpawningZombie
[2017.04.26-01.43.24:559][628]LogBlueprintUserMessages: [ZTD_GameMode_C_0] SpawningZombie
[2017.04.26-01.43.25:569][674]LogBlueprintUserMessages: [ZTD_GameMode_C_0] SpawningZombie
[2017.04.26-01.43.26:585][720]LogBlueprintUserMessages: [ZTD_GameMode_C_0] SpawningZombie
[2017.04.26-01.43.27:605][766]LogBlueprintUserMessages: [ZTD_GameMode_C_0] SpawningZombie
[2017.04.26-01.43.28:607][811]LogBlueprintUserMessages: [ZTD_GameMode_C_0] SpawningZombie
[2017.04.26-01.43.29:609][856]LogBlueprintUserMessages: [ZTD_GameMode_C_0] SpawningZombie
[2017.04.26-01.43.30:610][901]LogBlueprintUserMessages: [ZTD_GameMode_C_0] SpawningZombie
[2017.04.26-01.43.31:610][946]LogBlueprintUserMessages: [ZTD_GameMode_C_0] SpawningZombie
[2017.04.26-01.43.32:613][991]LogBlueprintUserMessages: [ZTD_GameMode_C_0] SpawningZombie
[2017.04.26-01.43.32:816][  0]LogBlueprintUserMessages: Early EndPlayMap Detection: Level '/Game/ZTD_Blueprint/Maps/Menu_Main.Menu_Main:PersistentLevel' has LevelScriptBlueprint '/Game/ZTD_Blueprint/Maps/Menu_Main.Menu_Main:PersistentLevel.Menu_Main' with GeneratedClass '/Game/ZTD_Blueprint/Maps/Menu_Main.Menu_Main_C' with ClassGeneratedBy '/Game/ZTD_Blueprint/Maps/Menu_Main.Menu_Main:PersistentLevel.Menu_Main'
[2017.04.26-01.43.32:890][  0]LogBlueprintUserMessages: Late EndPlayMap Detection: Level '/Game/ZTD_Blueprint/Maps/Menu_Main.Menu_Main:PersistentLevel' has LevelScriptBlueprint '/Game/ZTD_Blueprint/Maps/Menu_Main.Menu_Main:PersistentLevel.Menu_Main' with GeneratedClass '/Game/ZTD_Blueprint/Maps/Menu_Main.Menu_Main_C' with ClassGeneratedBy '/Game/ZTD_Blueprint/Maps/Menu_Main.Menu_Main:PersistentLevel.Menu_Main'
[2017.04.26-01.44.05:302][944]LogEditorTransaction: Undo Delete current selection
[2017.04.26-01.44.05:342][944]LogConsoleManager:Warning: Setting the console variable 't.MaxFPS' with 'SetByCode' was ignored as it is lower priority than the previous 'SetByConsole'
[2017.04.26-01.44.05:342][944]LogConsoleManager:Warning: Setting the console variable 't.MaxFPS' with 'SetByCode' was ignored as it is lower priority than the previous 'SetByConsole'
[2017.04.26-01.44.05:343][944]LogConsoleManager:Warning: Setting the console variable 't.MaxFPS' with 'SetByCode' was ignored as it is lower priority than the previous 'SetByConsole'
[2017.04.26-01.44.05:343][944]LogConsoleManager:Warning: Setting the console variable 't.MaxFPS' with 'SetByCode' was ignored as it is lower priority than the previous 'SetByConsole'
[2017.04.26-01.44.44:410][298]BlueprintLog: New page: Compile Ingame_UI
[2017.04.26-01.44.45:497][346]LogSavePackage: Save=81.47ms
[2017.04.26-01.44.45:497][346]LogSavePackage: Moving 'D:/Users/Bryan/Desktop/ZTD/Zombie_Tower_Defense/Zombie_TowerDefense/Saved/Ingame_UIF1D7C65F473649AC1818B3B8967C48EF.tmp' to 'D:/Users/Bryan/Desktop/ZTD/Zombie_Tower_Defense/Zombie_TowerDefense/Content/ZTD_Blueprint/Blueprints/HUD/Ingame_UI.uasset'
[2017.04.26-01.44.45:499][346]LogSavePackage:Display: Finished SavePackage D:/Users/Bryan/Desktop/ZTD/Zombie_Tower_Defense/Zombie_TowerDefense/Content/ZTD_Blueprint/Blueprints/HUD/Ingame_UI.uasset
[2017.04.26-01.44.49:143][568]LogTemp: Repeting last play command: New Editor Window (PIE)
[2017.04.26-01.44.49:172][568]LogBlueprintUserMessages: Early PlayInEditor Detection: Level '/Game/ZTD_Blueprint/Maps/Menu_Main.Menu_Main:PersistentLevel' has LevelScriptBlueprint '/Game/ZTD_Blueprint/Maps/Menu_Main.Menu_Main:PersistentLevel.Menu_Main' with GeneratedClass '/Game/ZTD_Blueprint/Maps/Menu_Main.Menu_Main_C' with ClassGeneratedBy '/Game/ZTD_Blueprint/Maps/Menu_Main.Menu_Main:PersistentLevel.Menu_Main'
[2017.04.26-01.44.49:172][568]LogPlayLevel: PlayLevel: No blueprints needed recompiling
[2017.04.26-01.44.49:172][568]PIE: New page: PIE session: Menu_Main (Apr 25, 2017, 3:44:49 PM)
[2017.04.26-01.44.49:173][568]LogPlayLevel: Creating play world package: /Game/ZTD_Blueprint/Maps/UEDPIE_0_Menu_Main
[2017.04.26-01.44.49:174][568]LogPlayLevel: PIE: StaticDuplicateObject took: (0.000788s)
[2017.04.26-01.44.49:175][568]LogAIModule: Creating AISystem for world Menu_Main
[2017.04.26-01.44.49:175][568]LogPlayLevel: PIE: World Init took: (0.000540s)
[2017.04.26-01.44.49:175][568]LogPlayLevel: PIE: Created PIE world by copying editor world from /Game/ZTD_Blueprint/Maps/Menu_Main.Menu_Main to /Game/ZTD_Blueprint/Maps/UEDPIE_0_Menu_Main.Menu_Main (0.001521s)
[2017.04.26-01.44.49:200][568]LogInit: XAudio2 using 'Speakers (Realtek High Definition Audio)' : 2 channels at 48 kHz using 32 bits per sample (channel mask 0x3)
[2017.04.26-01.44.49:221][568]LogInit: FAudioDevice initialized.
[2017.04.26-01.44.49:298][568]LogLoad: Game class is 'ZTD_MainMenu_Mode_C'
[2017.04.26-01.44.49:300][568]LogWorld: Bringing World /Game/ZTD_Blueprint/Maps/UEDPIE_0_Menu_Main.Menu_Main up for play (max tick rate 62) at 2017.04.25-20.44.49
[2017.04.26-01.44.49:300][568]LogWorld: Bringing up level for play took: 0.000743
[2017.04.26-01.44.49:300][568]LogGameMode: Warning - PATHS NOT DEFINED or NO PLAYERSTART with positive rating
[2017.04.26-01.44.49:301][568]Cmd: t.MaxFPS 62.0
[2017.04.26-01.44.49:301][568]t.MaxFPS = "62"
[2017.04.26-01.44.49:311][568]PIE: Info Play in editor start time for /Game/ZTD_Blueprint/Maps/UEDPIE_0_Menu_Main -0.129
[2017.04.26-01.44.49:312][568]LogBlueprintUserMessages: Late PlayInEditor Detection: Level '/Game/ZTD_Blueprint/Maps/Menu_Main.Menu_Main:PersistentLevel' has LevelScriptBlueprint '/Game/ZTD_Blueprint/Maps/Menu_Main.Menu_Main:PersistentLevel.Menu_Main' with GeneratedClass '/Game/ZTD_Blueprint/Maps/Menu_Main.Menu_Main_C' with ClassGeneratedBy '/Game/ZTD_Blueprint/Maps/Menu_Main.Menu_Main:PersistentLevel.Menu_Main'
[2017.04.26-01.44.54:111][799]LogNet: Browse: /Game/ZTD_Blueprint/Maps/MapB
[2017.04.26-01.44.54:111][799]LogLoad: LoadMap: /Game/ZTD_Blueprint/Maps/MapB
[2017.04.26-01.44.54:132][799]Cmd: MEM
[2017.04.26-01.44.54:148][799]LogMemory: Platform Memory Stats for Windows
[2017.04.26-01.44.54:148][799]LogMemory: Process Physical Memory: 1097.53 MB used, 2639.48 MB peak
[2017.04.26-01.44.54:148][799]LogMemory: Process Virtual Memory: 6215.14 MB used, 6248.84 MB peak
[2017.04.26-01.44.54:148][799]LogMemory: Physical Memory: 6273.55 MB used,  1844.52 MB free, 8118.07 MB total
[2017.04.26-01.44.54:148][799]LogMemory: Virtual Memory: 7053.71 MB used,  1844.52 MB free, 134217728.00 MB total
[2017.04.26-01.44.54:148][799]LogMemory: 
[2017.04.26-01.44.54:148][799]Allocator Stats for TBB: (not implemented)
[2017.04.26-01.44.54:498][799]LogAIModule: Creating AISystem for world MapB
[2017.04.26-01.44.54:498][799]LogLoad: Game class is 'ZTD_GameMode_C'
[2017.04.26-01.44.54:538][799]LogWorld: Bringing World /Game/ZTD_Blueprint/Maps/UEDPIE_0_MapB.MapB up for play (max tick rate 62) at 2017.04.25-20.44.54
[2017.04.26-01.44.54:539][799]LogWorld: Bringing up level for play took: 0.039728
[2017.04.26-01.44.54:542][799]LogLoad: Took 0.431795 seconds to LoadMap(/Game/ZTD_Blueprint/Maps/MapB)
[2017.04.26-01.44.54:591][800]LogCharacterMovement:Warning: GetSimulationTimeStep() - Max iterations 8 hit while remaining time 0.091096 > MaxSimulationTimeStep (0.050) for 'Player_Character_C_0', movement 'Walking'
[2017.04.26-01.44.57:209][933]LogBlueprintUserMessages: [ZTD_GameMode_C_0] SpawningZombie
[2017.04.26-01.44.58:216][984]LogBlueprintUserMessages: [ZTD_GameMode_C_0] SpawningZombie
[2017.04.26-01.44.59:233][ 36]LogBlueprintUserMessages: [ZTD_GameMode_C_0] SpawningZombie
[2017.04.26-01.45.00:249][ 87]LogBlueprintUserMessages: [ZTD_GameMode_C_0] SpawningZombie
[2017.04.26-01.45.01:252][137]LogBlueprintUserMessages: [ZTD_GameMode_C_0] SpawningZombie
[2017.04.26-01.45.02:266][181]LogBlueprintUserMessages: [ZTD_GameMode_C_0] SpawningZombie
[2017.04.26-01.45.03:281][228]LogBlueprintUserMessages: [ZTD_GameMode_C_0] SpawningZombie
[2017.04.26-01.45.04:298][278]LogBlueprintUserMessages: [ZTD_GameMode_C_0] SpawningZombie
[2017.04.26-01.45.05:307][328]LogBlueprintUserMessages: [ZTD_GameMode_C_0] SpawningZombie
